"FIA.ID","Common.name","Family","Genus","Species","Species.group","Wood.specific.gravity","Bark.specific.gravity","Bark.specific.gravity.source","Stump.volume.equation","autocode"
809,"northern pin oak","Fagaceae","Quercus","ellipsoidalis","mo",0.580000305175781,0.600000305175781,NA,802,"QUEL"
810,"Emory oak","Fagaceae","Quercus","emoryi","wo",NA,NA,NA,NA,"QUEM"
811,"Engelmann oak","Fagaceae","Quercus","engelmannii","mo",NA,NA,NA,NA,"QUEN"
812,"southern red oak","Fagaceae","Quercus","falcata var. falcata","mo",0.520000305175781,0.6465,35,833,"QUFA"
813,"cherrybark oak, swamp red oak","Fagaceae","Quercus","falcata var. pagodaefolia","mo",0.610000305175781,0.629,NA,833,"QUFA"
814,"Gambel oak","Fagaceae","Quercus","gambelii","wo",NA,NA,NA,NA,"QUGA"
815,"Oregon white oak","Fagaceae","Quercus","garryana","mo",0.640000610351563,NA,NA,NA,"QUGA"
816,"bear oak, scrub oak","Fagaceae","Quercus","ilicifolia","mo",0.560000305175781,0.450000305175781,NA,833,"QUIL"
817,"shingle oak","Fagaceae","Quercus","imbricaria","mo",0.560000305175781,0.600000305175781,NA,802,"QUIM"
818,"California black oak","Fagaceae","Quercus","kelloggii","mo",0.510000305175781,NA,NA,NA,"QUKE"
819,"turkey oak","Fagaceae","Quercus","laevis","mo",0.520000305175781,0.450000305175781,NA,316,"QULA"
820,"laurel oak","Fagaceae","Quercus","laurifolia","mo",0.560000305175781,0.635000305175781,33,833,"QULA"
821,"California white oak","Fagaceae","Quercus","lobata","mo",NA,NA,NA,NA,"QULO"
822,"overcup oak","Fagaceae","Quercus","lyrata","mo",0.570000305175781,0.510000305175781,NA,833,"QULY"
823,"bur oak","Fagaceae","Quercus","macrocarpa","mo",0.580000305175781,0.513,NA,802,"QUMA"
824,"blackjack oak","Fagaceae","Quercus","marilandica","mo",0.560000305175781,0.600000305175781,NA,833,"QUMA"
825,"swamp chestnut oak","Fagaceae","Quercus","michauxii","mo",0.600000305175781,0.513,NA,802,"QUMI"
826,"chinkapin oak","Fagaceae","Quercus","muehlenbergii","mo",0.600000305175781,0.513,NA,802,"QUMU"
827,"water oak","Fagaceae","Quercus","nigra","mo",0.560000305175781,0.622,33,833,"QUNI"
828,"Nuttall oak","Fagaceae","Quercus","nuttalii","mo",0.560000305175781,0.600000305175781,NA,802,"QUNU"
829,"Mexican blue oak","Fagaceae","Quercus","oblongifolia","wo",NA,NA,NA,NA,"QUOB"
830,"pin oak","Fagaceae","Quercus","palustris","mo",0.580000305175781,0.600000305175781,NA,833,"QUPA"
831,"willow oak","Fagaceae","Quercus","phellos","mo",0.560000305175781,0.600000305175781,NA,802,"QUPH"
832,"chestnut oak","Fagaceae","Quercus","prinus","mo",0.570000305175781,0.509,36,802,"QUPR"
833,"northern red oak","Fagaceae","Quercus","rubra","mo",0.560000305175781,0.629,NA,833,"QURU"
834,"Shumard oak","Fagaceae","Quercus","shumardii","mo",0.560000305175781,0.629,NA,802,"QUSH"
835,"post oak","Fagaceae","Quercus","stellata","mo",0.600000305175781,0.5155,35,833,"QUST"
836,"Delta post oak","Fagaceae","Quercus","stellata var. mississippiensis","mo",0.600000305175781,0.510000305175781,NA,833,"QUST"
837,"black oak","Fagaceae","Quercus","velutina","mo",0.560000305175781,0.568,36,833,"QUVE"
838,"live oak","Fagaceae","Quercus","virginiana","mo",0.800000610351563,0.510000305175781,NA,833,"QUVI"
839,"Interior live oak","Fagaceae","Quercus","wislizeni","mo",NA,NA,NA,NA,"QUWI"
840,"bluejack oak","Fagaceae","Quercus","incana","mo",0.560000305175781,0.450000305175781,NA,802,"QUIN"
843,"Silverleaf oak","Fagaceae","Quercus","hypoleucoides","wo",NA,NA,NA,NA,"QUHY"
850,"Oakevergreen (woodland species)","Fagaceae","Quercus","spp.","wo",NA,NA,NA,NA,"QUSP"
855,"banj oak","Fagaceae","Quercus","leucotricophora","mo",NA,NA,NA,NA,"QULE"
856,"kharsu oak","Fagaceae","Quercus","semecarpifolia","mo",NA,NA,NA,NA,"QUSE"
899,"scrub oak","Fagaceae","Quercus","spp.","mo",0.560000305175781,0.450000305175781,NA,802,"QUSP"
901,"black locust","Leguminosae","Robinia","psuedoacacia","mh",0.660000610351563,0.286,36,316,"ROPS"
902,"New Mexico locust","Leguminosae","Robinia","neomexicana","wo",NA,NA,NA,NA,"RONE"
920,"willow","Salicaceae","Salix","spp.","aa",0.360000305175781,0.415000305175781,28,316,"SASP"
921,"peachleaf willow","Salicaceae","Salix","amygdaloides","aa",0.360000305175781,0.450000305175781,NA,316,"SAAM"
922,"black willow","Salicaceae","Salix","nigra","aa",0.360000305175781,0.5,NA,316,"SANI"
923,"diamond willow","Salicaceae","Salix","eriocephala","aa",0.360000305175781,0.450000305175781,NA,316,"SAER"
925,"Chinese tallowtree","Euphorbiaceae","Sapium","sebiferum","mh",0.470000305175781,0.450000305175781,NA,316,"SASE"
931,"sassafras","Lauraceae","Sassafras","albidum","mh",0.420000305175781,0.5,NA,316,"SAAL"
935,"American mountain-ash","Rosaceae","Sorbus","americana","mh",0.420000305175781,0.450000305175781,NA,316,"SOAM"
936,"European mountain-ash","Rosaceae","Sorbus","aucuparia","mh",0.420000305175781,0.450000305175781,NA,316,"SOAU"
950,"basswood","Tiliaceae","Tilia","spp.","mh",0.320000305175781,0.4205,NA,951,"TISP"
951,"American basswood","Tiliaceae","Tilia","americana","mh",0.320000305175781,0.4205,36,951,"TIAM"
952,"white basswood","Tiliaceae","Tilia","heterophylla","mh",0.320000305175781,0.4205,NA,951,"TIHE"
970,"elm","Ulmaceae","Ulmus","spp.","mh",0.5,0.377500305175781,34,970,"ULSP"
971,"winged elm","Ulmaceae","Ulmus","alata","mh",0.570000305175781,0.5,NA,970,"ULAL"
972,"American elm","Ulmaceae","Ulmus","americana","mh",0.460000305175781,0.5,NA,970,"ULAM"
973,"cedar elm","Ulmaceae","Ulmus","crassifolia","mh",0.570000305175781,0.5,NA,970,"ULCR"
974,"Siberian elm","Ulmaceae","Ulmus","pumila","mh",0.460000305175781,0.5,NA,970,"ULPU"
975,"slippery elm","Ulmaceae","Ulmus","rubra","mh",0.480000305175781,0.5,NA,970,"ULRU"
976,"September elm","Ulmaceae","Ulmus","serotina","mh",0.570000305175781,0.5,NA,970,"ULSE"
977,"rock elm","Ulmaceae","Ulmus","thomasii","mh",0.570000305175781,0.5,NA,970,"ULTH"
980,"tung-oil tree","Euphorbiaceae","Aleurites","fordii","mh",0.470000305175781,0.450000305175781,NA,316,"ALFO"
981,"California-laurel","Ericaceae","Umbellularia","californica","mh",0.470000305175781,0.450000305175781,NA,316,"UMCA"
981,"sparkleberry","Ericaceae","Vaccinium","arboreum","mh",0.470000305175781,0.450000305175781,NA,316,"VAAR"
983,"chinaberry","Meliaceae","Melia","azedarach","mh",0.470000305175781,0.450000305175781,NA,316,"MEAZ"
984,"water-elm","Ulmaceae","Planera","aquatica","mh",0.530000305175781,0.450000305175781,NA,970,"PLAQ"
985,"smoketree","Anacardiaceae","Cotinus","obovatus","mh",0.470000305175781,0.450000305175781,NA,316,"COOB"
986,"mesquite","Leguminosae","Prosopis","spp.","wo",0.580000305175781,0.450000305175781,NA,316,"PRSP"
990,"Tesota (Arizona ironwood)","Leguminosae","Olneya","tesota","wo",NA,NA,NA,NA,"OLTE"
1000,"hardwoods (general)","General","Hardwood","spp.","mh",0.5,0.5,NA,951,"HASP"
