Table 3. -- Equations and parameters for diameter-based biomass equations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,Common Name,Component ID,Equation Form ID,a,b,c,d,e,Diameter,Corrected for bias,Bias correction (CF),r,R2,MinDiameter,MaxDiameter,Sample size,Stump height,Top d.o.b.,Units diameter,Units biomass,Component,Component sum,Ratio equation,Segmented equation,Equation number,Source,Notes
105,jack pine,6,4,0,0,0.696,2.286,,d.b.h.,no,0,0,0.95,n/a,n/a,40,0,0,in,kg,na,c,,,1,40,"""trees were felled"" but roots also excavated (so assume 0 stump ht); other equation forms were presented but all were based on the same data"
105,jack pine,6,4,0,0,0.0642,2.466,,d.b.h.,no,0,0,0.94,2.8,32.3,163,6,0,cm,kg,na,c,,,1,62,data from 4 other authors (including ref 71); no stump height mentioned
105,jack pine,6,1,-1.5481,2.7144,1,,,d.b.h.,no,0,0,0.95,1.52,31.7,77,6,0,cm,kg,na,c,,,1,71,"no discussion of stump height or stem top d.o.b.; ""trees were felled"""
105,jack pine,6,2,-2.9216,0,2.4883,1,,d.b.h.,yes,1.01,0,0.98,2.5,33.9,42,0,0,cm,kg,na,c,,,1,82,stump as short as possible; stem top diameter not given so assume stem goes to terminal bud
105,jack pine,6,4,0,0,0.147,2.1673,,d.b.h.,no,0,0,0.97,0.1,40,200,6,0,cm,kg,na,,,,1,83,"Nova Scotia and New Brunswick;  assume 6-inch stump (""trees were felled"")"
105,jack pine,6,1,-0.9732,2.1366,1,,,d.b.h.,yes,0,0,0.95,1,20,42,6,0,cm,kg,na,c,,,1,100,"bias correction used by authors but not reported; assume 6-inch stump (""trees were felled""); assume to stem tip"
105,jack pine,7,5,-1.86339,2.22077,-0.13135,0.00206,,d.b.h.,no,0,0,0.45,5,35,56,,,cm,kg,na,c,,,1,143,trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters); wood only on stem portion between 10 cm and 2 cm d.o.b.
105,jack pine,7,5,-0.02344,0.23084,-0.01352,0.00021,,d.b.h.,no,0,0,0.44,5,35,56,,,cm,kg,na,c,,,1,143,trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters); bark only on stem portion between 10 cm and 2 cm d.o.b.
105,jack pine,8,4,0,0,35.64,2.981,,d.b.h.,no,0,0,0.96,n/a,n/a,40,,,in,g,na,c,,,1,40,other equation forms were presented but all were based on the same data
105,jack pine,8,4,0,0,0.0094,2.493,,d.b.h.,no,0,0,0.68,2.8,32.3,163,,,cm,kg,na,c,,,1,62,data from 4 other authors (including ref 71)
105,jack pine,8,4,0,0,0.002956,2.83,,d.b.h.,no,0,0,0.94,2.5,40,41,,,cm,kg,na,,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
105,jack pine,9,5,0.05524,0.01034,0.00625,0.00009,,d.b.h.,no,0,0,0.74,5,35,56,,,cm,kg,na,c,,,1,143,trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters); wood plus bark on branches smaller than 2 cm
105,jack pine,12,6,124.97,0,0,0.454,,d.b.h.,no,0,0,0.49,n/a,n/a,40,,,in,g,na,c,,,1,40,"""trees were felled"" but roots also excavated (so assume 0 stump ht); other equation forms were presented but all were based on the same data"
105,jack pine,12,4,0,0,0.0517,1.462,,d.b.h.,no,0,0,0.32,2.8,32.3,113,,,cm,kg,na,c,,,1,62,data from 4 other authors (including ref 71)
105,jack pine,13,2,-4.0101,0,2.2443,1,,d.b.h.,yes,1.06,0,0.82,2.5,33.9,42,,,cm,kg,na,,,,1,82,branch diameter not given 
105,jack pine,13,4,0,0,0.0353,2.1113,,d.b.h.,no,0,0,0.85,0.1,40,200,,,cm,kg,na,,,,1,83,"Nova Scotia and New Brunswick;  assume 6-inch stump (""trees were felled"")"
105,jack pine,16,5,-100.6194,22.15374,-1.10697,0.02475,,d.b.h.,no,0,0,0.94,5,35,56,11.8,,cm,kg,na,,,,1,143,live tree only; includes stump (i.e. stem to ground level -- whole tree no foliage)
105,jack pine,18,2,-3.394,0,2.847,1,,d.b.h.,no,0,0,0.91,n/a,n/a,40,,,in,kg,fl,c,,,1,40,"""trees were felled"" but roots also excavated (so assume 0 stump ht); other equation forms were presented but all were based on the same data"
105,jack pine,18,4,0,0,0.0471,1.664,,d.b.h.,no,0,0,0.66,2.8,32.3,163,,,cm,kg,fl,c,,,1,62,data from 4 other authors (including ref 71)
105,jack pine,18,1,-1.4289,1.7188,1,,,d.b.h.,no,0,0,0.7,1.52,31.7,77,,,cm,kg,fl,c,,,1,71,
105,jack pine,18,2,-4.2862,0,2.0512,1,,d.b.h.,yes,1.08,0,0.87,2.5,33.9,42,,,cm,kg,fl,,,,1,82,
105,jack pine,18,4,0,0,0.04892,1.714,,d.b.h.,no,0,0,0.87,0.1,40,200,,,cm,kg,na,,,,1,83,"Nova Scotia and New Brunswick;  assume 6-inch stump (""trees were felled"")"
105,jack pine,18,5,-1.52595,0.43497,-0.02076,0.00071,,d.b.h.,no,0,0,0.72,5,35,56,,,cm,kg,fl,c,,,1,143,foliage on branches smaller than 2 cm
105,jack pine,23,5,-3.39675,0.8427,-0.04459,0.00109,,d.b.h.,no,0,0,0.77,5,35,56,,,cm,kg,na,c,,,1,143,foliage plus branches for branches smaller than 0.5 cm
105,jack pine,24,1,-1.181,1.9222,1,,,d.b.h.,no,0,0,0.77,1.52,31.7,77,,,cm,kg,na,c,,,1,71,
105,jack pine,24,2,-3.3964,0,2.1595,1,,d.b.h.,yes,1.06,0,0.83,2.5,33.9,42,,,cm,kg,na,c,,,1,82,
105,jack pine,24,1,-1.0303,1.6612,1,,,d.b.h.,yes,0,0,0.77,1,20,42,,,cm,kg,na,c,,,1,100,bias correction used by authors but not reported
105,jack pine,25,4,0,0,243.41,2.16,,d.b.h.,no,0,0,0.92,n/a,n/a,40,,,in,g,na,c,,,1,40,"""trees were felled"" but roots also excavated (so assume 0 stump ht); other equation forms were presented but all were based on the same data"
105,jack pine,30,5,3.42372,-0.60844,0.04533,-0.00062,,d.b.h.,no,0,0,0.86,5,35,56,11.8,,cm,kg,na,c,,,1,143,0.3 m stump; trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters)
105,jack pine,31,5,0.23059,-0.03046,0.00289,-0.00003,,d.b.h.,no,0,0,0.77,5,35,56,11.8,,cm,kg,na,c,,,1,143,0.3 m stump; trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters)
105,jack pine,"10,11",5,3.43493,-0.61063,0.01572,0.00059,,d.b.h.,no,0,0,0.63,5,35,56,,,cm,kg,na,c,,,1,143,trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters); wood only on live branches larger than 2 cm
105,jack pine,"10,11",5,1.62496,-0.33039,0.01557,-0.00009,,d.b.h.,no,0,0,0.53,5,35,56,,,cm,kg,na,c,,,1,143,trees felled in 4 10-cm d.b.h. classes from < 10 cm to > 30 cm (midpt of these taken as max/min diameters); bark only on live branches larger than 2 cm
106,Twoneedle pinyon,2,4,0,0,11.41,2.6664,,drc,no,0,0,0,10,24,10,0,0,mm,kg,ag,a,,,1,43,drc defined about 12-inch aboveground (above butt swell); logarithmic derivation (rather than arithmetic derivation); no error statistics presented
106,pinyon pine,2,1,-1.468,2.582,1,,,drc,yes,0,0,0.95,5,45,15,0,,cm,kg,ag,a,,,1,63,coefficients presented are corrected for bias
106,Twoneedle pinyon,6,4,0,0,3.543,2.9767,,drc,no,0,0,0,10,24,10,0,0,mm,kg,na,,,,1,43,drc defined about 12-inch aboveground (above butt swell); logarithmic derivation (rather than arithmetic derivation); no error statistics presented
106,pinyon pine,6,1,-2.588,2.955,1,,,drc,yes,0,0,0.95,5,45,15,0,0,cm,kg,na,c,,,1,63,coefficients presented are corrected for bias
106,pinyon pine,9,1,-1.613,2.088,1,,,drc,yes,0,0,0.95,5,45,15,,,cm,kg,na,c,,,1,63,coefficients presented are corrected for bias
106,pinyon pine,10,1,-2.791,3.007,1,,,drc,yes,0,0,0.9,5,45,13,,,cm,kg,na,c,,,1,63,coefficients presented are corrected for bias
106,pinyon pine,11,1,-3.649,3.52,1,,,drc,yes,0,0,0.85,5,45,10,,,cm,kg,na,c,,,1,63,coefficients presented are corrected for bias
106,pinyon pine,12,1,-5.4,4.47,1,,,drc,yes,0,0,0.8,5,45,14,,,cm,kg,na,c,,,1,63,coefficients presented are corrected for bias
106,Twoneedle pinyon,17,4,0,0,8.986,2.8367,,drc,no,0,0,0,10,24,10,0,,mm,kg,na,c,,,1,43,"defined as ""nongreen"" weight, i.e. all non-photosynthetic material including twigs; drc defined about 12-inch aboveground (above butt swell); logarithmic derivation (rather than arithmetic derivation); no error statistics presented"
106,Twoneedle pinyon,18,4,0,0,1.853,2.0268,,drc,no,0,0,0,10,24,10,,,mm,kg,fl,c,,,1,43,"defined as ""green"" weight, i.e. all photosynthetic material; drc defined about 12-inch aboveground (above butt swell); logarithmic derivation (rather than arithmetic derivation); no error statistics presented"
106,pinyon pine,18,1,-0.946,1.565,1,,,drc,yes,0,0,0.94,5,45,15,,,cm,kg,fl,c,,,1,63,coefficients presented are corrected for bias
106,pinyon pine,19,1,-1.593,2.03,1,,,drc,yes,0,0,0.9,5,45,5,,,cm,kg,na,c,,,1,63,new foliage in young stands; coefficients presented are corrected for bias
106,pinyon pine,19,1,-1.25,1.417,1,,,drc,yes,0,0,0.61,5,45,10,,,cm,kg,na,c,,,2,63,new foliage in mature stands; coefficients presented are corrected for bias
106,pinyon pine,20,1,-1.485,1.706,1,,,drc,yes,0,0,0.74,5,45,15,,,cm,kg,na,c,,,1,63,old foliage in young and mature stands combined; coefficients presented are corrected for bias
106,pinyon pine,21,1,-2.161,2.149,1,,,drc,yes,0,0,0.69,5,45,5,,,cm,kg,na,c,,,1,63,new twigs in young stands; coefficients presented are corrected for bias
106,pinyon pine,21,1,-1.674,1.326,1,,,drc,yes,0,0,0.53,5,45,10,,,cm,kg,na,c,,,2,63,new twigs in mature stands; coefficients presented are corrected for bias
106,pinyon pine,22,1,-1.873,1.675,1,,,drc,yes,0,0,0.57,5,45,15,,,cm,kg,na,c,,,1,63,old twigs in young + mature stands combined; coefficients presented are corrected for bia
108,Lodgepole pine,2,4,-0.463,0.106,0,,,BArc,no,0,0,0.98,1,10,8,0,,cm,kg,ag,a,,,1,25,"7 year old stand growing on deep peat in Great Britain; no stump height given, but assume 0-inch stump since trees were so small"
108,Lodgepole pine,4,1,-1.143,2.449,1,,,d.b.h.,no,0,0,0.99,3,20,13,0,0,cm,kg,na,t,,,1,58,no top d.o.b. listed
108,Lodgepole pine,4,2,-9.24342,0,2.3438,1,,d.b.h.,no,0,0,0.957,12.2,48.5,30,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
108,Lodgepole pine,5,1,-1.655,1.944,1,,,d.b.h.,no,0,0,0.96,3,20,13,0,0,cm,kg,na,t,,,1,58,no top d.o.b. listed
108,Lodgepole pine,5,1,3.025,2.207,1,,,d.b.h.,no,0,0,0.95,10,32,13,12,1,m,kg,na,,,,1,85,"above 30.5 cm stump, to 2.5 cm top; as cited in ref 147, original reference not available"
108,Lodgepole pine,5,2,-12.8027,0,2.0676,1,,d.b.h.,no,0,0,0.386,12.2,48.5,30,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
108,Lodgepole pine,6,4,1.49,-2.388,2.297,2,,d.b.h.,no,0,0,0.97,0,10.16,8,6,0,in,lb,na,,,,1,21,assume 6-inch stump; dominant trees
108,Lodgepole pine,6,4,-0.021,0.026,0,,,BArc,no,0,0,0.83,1,10,8,,,cm,kg,na,c,,,1,25,7 year old stand growing on deep peat in Great Britain
108,Lodgepole pine,6,2,-2.9849,0,2.4287,1,,d.b.h.,yes,0,0,0.98,2.5,28.7,19,6,0,cm,kg,na,,,,1,65,equation originally from ref 126; coefficients corrected for bias; assume 6-inch stump
108,Lodgepole pine,6,2,-9.10508,0,2.3363,1,,d.b.h.,no,0,0,0.946,12.2,48.5,30,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
108,Lodgepole pine,6,4,-4.3,0.305,0,,,d150 (BA),no,0,0,0.96,20,60,40,0,0,cm,kg,na,t,,,1,116,for stands with tree density <2500 trees/ha
108,Lodgepole pine,6,4,-1.5,0.215,0,,,d150 (BA),no,0,0,0.97,2,10,40,0,0,cm,kg,na,t,,,2,116,for stands with tree density >9000 trees/ha; applicable to d.b.h. range < 10 cm
108,Lodgepole pine,6,4,-4.3,0.305,0,,,BA,no,0,0,0.961,10,60,80,0,0,cm2,kg,na,,,,1,116,assume 0-inch stump; tree density < 2500 trees/ha
108,Lodgepole pine,6,4,-1.5,0.215,0,,,BA,no,0,0,0.97,1,10,80,0,0,cm2,kg,na,,,,2,116,assume 0-inch stump; tree density >9000 trees/ha
108,Lodgepole pine,8,1,-2.04,2.244,1,,,d.b.h.,no,0,0,0.93,3,20,13,,,cm,kg,na,t,,,1,58,
108,Lodgepole pine,8,2,-4.6004,0,2.3533,1,,d.b.h.,yes,0,0,0.89,2.5,28.7,19,,,cm,kg,na,,,,1,65,equation originally from ref 126; coefficients corrected for bias
108,Lodgepole pine,12,1,-2.362,2.345,1,,,d.b.h.,no,0,0,0.78,3,20,13,,,cm,kg,na,t,,,1,58,
108,Lodgepole pine,13,4,-0.5,0.039,0,,,d150 (BA),no,0,0,0.87,20,60,40,,,cm,kg,na,t,,,1,116,for stands with tree density <2500 trees/ha
108,Lodgepole pine,13,4,-0.5,0.03,0,,,d150 (BA),no,0,0,0.83,2,10,40,,,cm,kg,na,t,,,2,116,for stands with tree density >9000 trees/ha; applicable to d.b.h. range < 10 cm
108,Lodgepole pine,13,4,-0.5,0.039,0,,,BA,no,0,0,0.873,10,60,80,,,cm2,kg,na,,,,1,116,tree density <2500 trees/ha
108,Lodgepole pine,13,4,-0.5,0.03,0,,,BA,no,0,0,0.829,1,10,80,,,cm2,kg,na,,,,2,116,tree density >9000 trees/ha
108,Lodgepole pine,18,1,-2.483,2.598,1,,,d.b.h.,no,0,0,0.95,3,20,13,,,cm,kg,fl,t,,,1,58,
108,Lodgepole pine,18,2,-3.6187,0,1.8362,1,,d.b.h.,yes,0,0,0.84,2.5,28.7,19,,,cm,kg,fl,,,,1,65,equation originally from ref 126; coefficients corrected for bias
108,Lodgepole pine,18,4,10.3,0.016,0,,,d150 (BA),no,0,0,0.91,20,60,40,,,cm,kg,fl,t,,,1,116,for stands with tree density <1000 trees/ha
108,Lodgepole pine,18,4,-0.14,0.025,0,,,d150 (BA),no,0,0,0.84,2,10,40,,,cm,kg,fl,t,,,2,116,for stands with tree density >9000 trees/ha
108,Lodgepole pine,18,4,-1,0.034,0,,,d150 (BA),no,0,0,0.83,10,30,40,,,cm,kg,na,,,,3,116,for stands with tree density 1000-1500 trees/ha
108,Lodgepole pine,18,4,-0.5,0.031,0,,,d150 (BA),no,0,0,0.84,2,30,40,,,cm,kg,na,,,,4,116,for stands with tree density 1500-2500 trees/ha
108,Lodgepole pine,18,4,10.3,0.016,0,,,BA,no,0,0,0.906,20,60,80,,,cm2,kg,fl,,,,1,116,tree density <1000 trees/ha
108,Lodgepole pine,18,4,-1,0.034,0,,,BA,no,0,0,0.828,10,30,80,,,cm2,kg,fl,,,,2,116,tree density 1000-1500 trees/ha
108,Lodgepole pine,18,4,-0.5,0.031,0,,,BA,no,0,0,0.841,10,30,80,,,cm2,kg,fl,,,,3,116,tree density 1500-2500 trees/ha
108,Lodgepole pine,18,4,-0.14,0.025,0,,,BA,no,0,0,0.839,1,30,80,,,cm2,kg,fl,,,,4,116,tree density >9000 trees/ha
108,Lodgepole pine,19,1,-3.048,2.373,1,,,d.b.h.,no,0,0,0.95,3,20,13,,,cm,kg,na,t,,,1,58,
108,Lodgepole pine,20,1,-2.636,2.673,1,,,d.b.h.,no,0,0,0.95,3,20,13,,,cm,kg,na,t,,,1,58,
108,Lodgepole pine,21,1,-4.291,2.87,1,,,d.b.h.,no,0,0,0.98,3,20,13,,,cm,kg,na,t,,,1,58,
108,Lodgepole pine,24,4,-0.439,0.08,0,,,BArc,no,0,0,0.96,1,10,8,,,cm,kg,na,c,,,1,25,7 year old stand growing on deep peat in Great Britain
108,Lodgepole pine,24,2,0,0,0.0047,2.916,,d.b.h.,no,0,0,0.91,6.6,19.8,117,,0,cm,kg,na,,,,1,53,needle and branchwood; assume no portion of stem included
108,Lodgepole pine,25,4,-1.41,0.069,0,,,BA,no,0,0,0.813,10,60,70,,,cm2,kg,rt,,,,1,116,"defined as ""root crown""; tree density <2500 trees/ha"
108,Lodgepole pine,25,4,0.17,0.075,0,,,BA,no,0,0,0.913,1,10,70,,,cm2,kg,rt,,,,2,116,"defined as ""root crown""; tree density >9000 trees/ha"
108,Lodgepole pine,29,4,0.17,0.075,0,,,d150 (BA),no,0,0,0.91,2,10,40,,,cm,kg,rt,b,,,1,116,"defined as ""root crown""; applicable for stands with tree density >9000 trees/ha"
108,Lodgepole pine,29,4,-1.41,0.069,0,,,d150 (BA),no,0,0,0.81,10,60,40,,,cm,kg,rt,b,,,2,116,"defined as ""root crown""; applicable for stands with tree density <2500 trees/ha"
108,Lodgepole pine,35,2,0.1224,0,1.882,1,,d.b.h.,yes,0,0,0.88,2.54,40.64,45,,,in,lb,na,,,,1,21,dominant and codominant trees; coefficients corrected for bias
110,shortleaf pine,13,4,0,0,0.161,2.571,,d.b.h.,no,0,0,0.94,2.54,38.1,182,,,in,lb,na,,,,1,98,"bias correction not considered; ""winter foliage"" measured; combination of d.b.h. and crown ratio better predictor of branch (wood plus bark -- no evidence that bark as stripped prior to weighing) biomass than d.b.h. alone"
110,shortleaf pine,18,4,0,0,0.3759,1.733,,d.b.h.,no,0,0,0.94,2.54,38.1,182,,,in,lb,fl,,,,1,98,"bias correction not considered; ""winter foliage"" measured; combination of d.b.h. and crown ratio better predictor of foliage biomass than d.b.h. alone"
111,slash pine,4,2,-3.933,0,2.88,1,,d.b.h.,no,0,0,0.91,10,25,40,6,0,cm,kg,na,,,,1,56,assume 6-inch stump; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; to stem tip; no bias correction discussed
111,slash pine,13,2,-2.3577,0,3.9406,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,data from 1986; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; to stem tip; no bias correction discussed
111,slash pine,13,2,-2.6326,0,3.9486,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,data from 1987; fert and unfert trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; to stem tip; no bias correction discussed
111,slash pine,19,2,0.4731,0,2.5253,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,flm,,,,1,56,new foliage in 1986; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,19,2,-1.6617,0,3.2491,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,flm,,,,2,56,new foliage in 1987; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,20,2,-0.022,0,2.8639,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,flm,,,,1,56,old foliage in 1986; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,20,2,-2.1051,0,3.4608,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,flm,,,,2,56,old foliage in 1987; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,20,2,-1.8616,0,3.4131,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,old foliage in 1988; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,21,2,-1.8752,0,2.7911,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,new twigs in 1986; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,21,2,-4.3575,0,3.6502,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,new twigs in 1987; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,22,2,0.9285,0,1.9894,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,old twigs in 1986; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,22,2,-4.1893,0,3.6943,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,old twigs in 1987; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,22,2,-3.7105,0,3.6534,1,,d.b.h.,no,0,0,0,10,25,40,,,cm,kg,na,,,,1,56,old twigs in 1988; fertilized and unfertilized trees; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
111,slash pine,31,2,-3.317,0,2.078,1,,d.b.h.,no,0,0,0.8,10,25,40,6,,cm,kg,na,,,,1,56,assume 6-inch stump; d.b.h. range estimated from data in text; fertilization changes biomass but not d.b.h./mass relationship; no bias correction discussed
116,Jeffrey pine,4,2,-12.5067,0,3.0037,1,,d.b.h.,no,0,0,0.975,22.4,133.1,21,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
116,Jeffrey pine,5,2,-13.0682,0,2.8858,1,,d.b.h.,no,0,0,0.961,22.4,133.1,21,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
116,Jeffrey pine,6,2,-11.9976,0,2.952,1,,d.b.h.,no,0,0,0.978,22.4,133.1,21,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
117,Sugar pine,4,2,-3.984,0,2.6667,1,,d.b.h.,yes,0,0,0.96,20.6,43.3,5,6,0,cm,kg,na,t,,,1,65,coefficients corrected for bias; assume 6-inch stump
117,Sugar pine,4,2,-11.36,0,2.777,1,,d.b.h.,no,0,0,0.974,15.7,179.6,60,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
117,Sugar pine,5,2,-5.295,0,2.6186,1,,d.b.h.,yes,0,0,0.91,20.6,43.3,5,6,0,cm,kg,na,t,,,1,65,coefficients corrected for bias; assume 6-inch stump
117,Sugar pine,5,2,-11.6323,0,2.661,1,,d.b.h.,no,0,0,0.933,15.7,179.6,60,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
117,Sugar pine,6,2,-10.5864,0,2.6863,1,,d.b.h.,no,0,0,0.986,15.7,179.6,60,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
117,Sugar pine,8,2,-7.637,0,3.3648,1,,d.b.h.,yes,0,0,0.81,20.6,43.3,5,,,cm,kg,na,t,,,1,65,coefficients corrected for bias
117,Sugar pine,12,2,-5.413,0,2.172,1,,d.b.h.,yes,0,0,0.49,20.6,43.3,5,,,cm,kg,na,t,,,1,65,coefficients corrected for bias
117,Sugar pine,18,2,-4.023,0,2.0327,1,,d.b.h.,yes,0,0,0.52,20.6,43.3,5,,,cm,kg,fl,t,,,1,65,coefficients corrected for bias
117,Sugar pine,19,2,-5.846,0,2.085,1,,d.b.h.,yes,0,0,0.43,20.6,43.3,5,,,cm,kg,na,t,,,1,65,coefficients corrected for bias
119,Western white pine,35,2,0.7276,0,1.5497,1,,d.b.h.,yes,0,0,0.95,2.54,109.2,44,,,in,lb,na,,,,1,21,dominant and codominant trees; coefficients corrected for bias
119,Western white pine,36,2,-4.397,0,2.6076,1,,d.b.h.,no,0,0,0.8,2.54,63.5,18,,,in,lb,na,,,,1,21,dominant and codominant trees; bias correction omitted because they contributed more bias than they eliminated
122,ponderosa pine,4,2,-4.4907,0,2.7587,1,,d.b.h.,yes,0,0,0.99,15.5,79.5,9,6,0,cm,kg,na,,,,1,55,"includes data from published and unpublished sources, as well as original work; coefficients corrected for bias; assume 6-inch stump"
122,ponderosa pine,4,2,-11.8236,0,2.926,1,,d.b.h.,no,0,0,0.981,24.1,117.7,42,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
122,ponderosa pine,5,2,-4.2063,0,2.2312,1,,d.b.h.,yes,0,0,0.97,15.5,79.5,9,6,0,cm,kg,na,,,,1,55,"includes data from published and unpublished sources, as well as original work; coefficients corrected for bias; assume 6-inch stump"
122,ponderosa pine,5,2,-9.93105,0,2.1677,1,,d.b.h.,no,0,0,0.968,24.1,117.7,42,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
122,ponderosa pine,6,4,1.08,0,0.9361,2,,d.b.h.,no,0,0,0.96,0,10.16,11,6,0,in,lb,na,,,,1,21,assume 6-inch stump; dominant trees
122,ponderosa pine,6,5,0.74,0,0,0.4006,,d.b.h.,no,0,0,0.79,0,10.16,11,6,0,in,lb,na,,,,1,21,assume 6-inch stump; intermediate trees
122,ponderosa pine,6,1,-0.974,2.301,1,,,d.b.h.,yes,1,0,0.93,10,30,18,0,0,cm,kg,na,t,,,1,59,"control 1990, control 1991 (trts 1,2)"
122,ponderosa pine,6,1,-1.154,2.383,1,,,d.b.h.,yes,1,0,0.97,10,30,9,0,0,cm,kg,na,t,,,3,59,fertilized 1990 (trt 3)
122,ponderosa pine,6,1,-1.145,2.454,1,,,d.b.h.,yes,1,0,0.95,10,30,9,0,0,cm,kg,na,t,,,4,59,fertilized 1991 (trt 4)
122,ponderosa pine,6,2,-10.755,0,2.7308,1,,d.b.h.,no,0,0,0.984,24.1,117.7,42,6,0,cm,Mg,na,,,,1,104,see ref 68 for original bibliographic source; no mention of bias correction; assume 6-inch stump
122,ponderosa pine,8,2,-4.5745,0,2.4645,1,,d.b.h.,no,0,0,0.941,5.3,38.7,23,,,cm,kg,na,,,,1,39,precommercially thinned stands in central Oregon; authors report root mean square deviation (RMSD) of 0.1454 for readers who wish to perform bias correction following Baskerville (1972)
122,ponderosa pine,8,2,-5.3855,0,2.7185,1,,d.b.h.,yes,0,0,0.99,15.5,79.5,9,,,cm,kg,na,,,,1,55,"includes data from published and unpublished sources, as well as original work; coefficients corrected for bias"
122,ponderosa pine,12,2,-2.5766,0,1.444,1,,d.b.h.,yes,0,0,0.64,15.5,79.5,9,,,cm,kg,na,,,,1,55,"includes data from published and unpublished sources, as well as original work; coefficients corrected for bias"
122,ponderosa pine,13,1,-3.034,3.137,1,,,d.b.h.,yes,1.001,0,0.9,10,30,36,,,cm,kg,na,t,,,1,59,"all treatments combined; defined as ""old branches"""
