"SITE_ID","LOCATION_ELEV","LOCATION_LAT","LOCATION_LONG","Date","GROUP_ID","VARIABLE_GROUP","VARIABLE","DATAVALUE","NA_L1CODE","NA_L1NAME","NA_L2CODE","NA_L2NAME"
"US-Ha1","340",42.5378,-72.1715,NA,17317,"GRP_WD_BIOMASS","WD_BIOMASS_DATE","2003-01-01","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_CRS","649","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_CRS_SPATIAL_VARIABILITY","428","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_CRS_SPATIAL_REP_NUMBER","33","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_FINE","162","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_FINE_SPATIAL_VARIABILITY","113","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_FINE_SPATIAL_REP_NUMBER","30","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_UNIT","gC m-2","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_APPROACH","CWD is all pieces of dead wood >7.5cm in diameter, measured length and diamter at ends and middle, scaled to volume using Newton's formula, and then scaled to biomass using decay class specific densities from Liu et al. 2006. FWD Includes debris with diameter 2-7.5 cm diameter. Line transect method. Raw data and data descriptions are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17323,"GRP_WD_BIOMASS","WD_BIOMASS_DATE","2006-01-01","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_CRS","843","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_CRS_SPATIAL_VARIABILITY","572","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_CRS_SPATIAL_REP_NUMBER","33","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_FINE","167","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_FINE_SPATIAL_VARIABILITY","127","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_FINE_SPATIAL_REP_NUMBER","30","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_UNIT","gC m-2","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_APPROACH","CWD is all pieces of dead wood >7.5cm in diameter, measured length and diamter at ends and middle, scaled to volume using Newton's formula, and then scaled to biomass using decay class specific densities from Liu et al. 2006. FWD Includes debris with diameter 2-7.5 cm diameter. Line transect method. Raw data and data descriptions are located at ftp.as.harvard.edu/pub/nigec/HU_Wofsy/hf_data/ecological_data","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha1","340",42.5378,-72.1715,NA,17327,"GRP_WD_BIOMASS","WD_BIOMASS_DATE","2009-01-01","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23634,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER","26","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23634,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_ORGAN","Total","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23634,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_PHEN","Mixed/unknown","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23634,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_UNIT","kgDM m-2","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23634,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_COMMENT","Total organic matter (not C alone)","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24411,"GRP_BIOMASS_CHEM","BIOMASS_N","0.14","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24411,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24411,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24411,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24411,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","(range 1.18-1.67) (g kg-1) 14.1-16.7   Mature first year foliage measured September 1997  11.8-13.5    1 year old foliage measured September 1997","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,12588,"GRP_LOCATION","LOCATION_LAT","42.5393","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,12588,"GRP_LOCATION","LOCATION_LONG","-72.1779","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,12588,"GRP_LOCATION","LOCATION_ELEV","360","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24026,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","103","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24026,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","0","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24026,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","35","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24026,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","Total","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_PH_H2O","4.3","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_BD","0.86","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","2","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","4","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","A","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24033,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","Compton and Boone, Ecology 81:234-2330, 2000.","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24272,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","47","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24272,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","2","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24272,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","4","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24272,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","A","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24784,"GRP_SOIL_CHEM","SOIL_CHEM_C_ORG","56","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24784,"GRP_SOIL_CHEM","SOIL_CHEM_PH_H2O","3.4","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24784,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","7","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24784,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","20","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24784,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","Organic","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,25060,"GRP_SOIL_CHEM","SOIL_CHEM_BD","0.13","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,25060,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MIN","7","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,25060,"GRP_SOIL_CHEM","SOIL_CHEM_PROFILE_MAX","20","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,25060,"GRP_SOIL_CHEM","SOIL_CHEM_HORIZON","Organic","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,25060,"GRP_SOIL_CHEM","SOIL_CHEM_COMMENT","Compton and Boone, Ecology 81:234-2330, 2000.","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,23785,"GRP_SOIL_DEPTH","SOIL_DEPTH","13.5","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24024,"GRP_SOIL_DEPTH","SOIL_DEPTH","35","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,24547,"GRP_SOIL_DEPTH","SOIL_DEPTH","3","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Ha2","360",42.5393,-72.1779,NA,28098,"GRP_SOIL_DEPTH","SOIL_DEPTH","35","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-HB1","0",33.3455,-79.1957,2017-06-15,93027,"GRP_LOCATION","LOCATION_LAT","33.3455","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB1","0",33.3455,-79.1957,2017-06-15,93027,"GRP_LOCATION","LOCATION_LONG","-79.1957","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB1","0",33.3455,-79.1957,2017-06-15,93027,"GRP_LOCATION","LOCATION_ELEV","0","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB1","0",33.3455,-79.1957,2017-06-15,93027,"GRP_LOCATION","LOCATION_DATE_START","2017-06-15","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB2","4.7",33.3242,-79.244,2017-06-15,93381,"GRP_LOCATION","LOCATION_LAT","33.3242","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB2","4.7",33.3242,-79.244,2017-06-15,93381,"GRP_LOCATION","LOCATION_LONG","-79.2440","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB2","4.7",33.3242,-79.244,2017-06-15,93381,"GRP_LOCATION","LOCATION_ELEV","4.7","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HB2","4.7",33.3242,-79.244,2017-06-15,93381,"GRP_LOCATION","LOCATION_DATE_START","2017-06-15","8","EASTERN TEMPERATE FORESTS","8.5","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS"
"US-HBK","367",43.9397,-71.7181,2016-08-25,94965,"GRP_LOCATION","LOCATION_LAT","43.9397","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-HBK","367",43.9397,-71.7181,2016-08-25,94965,"GRP_LOCATION","LOCATION_LONG","-71.7181","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-HBK","367",43.9397,-71.7181,2016-08-25,94965,"GRP_LOCATION","LOCATION_ELEV","367","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-HBK","367",43.9397,-71.7181,2016-08-25,94965,"GRP_LOCATION","LOCATION_DATE_START","2016-08-25","5","NORTHERN FORESTS","5.3","ATLANTIC HIGHLANDS"
"US-Hn1","118.58",46.4089,-119.275,NA,97055,"GRP_LOCATION","LOCATION_LAT","46.4089","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn1","118.58",46.4089,-119.275,NA,97055,"GRP_LOCATION","LOCATION_LONG","-119.2750","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn1","118.58",46.4089,-119.275,NA,97055,"GRP_LOCATION","LOCATION_ELEV","118.58","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn2","117.5",46.6889,-119.4641,NA,97002,"GRP_LOCATION","LOCATION_LAT","46.6889","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn2","117.5",46.6889,-119.4641,NA,97002,"GRP_LOCATION","LOCATION_LONG","-119.4641","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn2","117.5",46.6889,-119.4641,NA,97002,"GRP_LOCATION","LOCATION_ELEV","117.5","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn3","120.9",46.6878,-119.4615,NA,97034,"GRP_LOCATION","LOCATION_LAT","46.6878","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn3","120.9",46.6878,-119.4615,NA,97034,"GRP_LOCATION","LOCATION_LONG","-119.4615","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Hn3","120.9",46.6878,-119.4615,NA,97034,"GRP_LOCATION","LOCATION_ELEV","120.9","10","NORTH AMERICAN DESERTS","10.1","COLD DESERTS"
"US-Ho1","60",45.2041,-68.7402,NA,23766,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER","23.5","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,23766,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,23766,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,23766,"GRP_AG_BIOMASS_OTHER","AG_BIOMASS_OTHER_UNIT","kgDM m-2","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE","11200","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_UNIT","gC m-2","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_APPROACH","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_DATE","2003-07-19","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24230,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_COMMENT","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE","970","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_ORGAN","Foliage","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_UNIT","gC m-2","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_APPROACH","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_DATE","2003-07-19","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24864,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_COMMENT","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE","10200","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_ORGAN","Wood","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_TREE_UNIT","gC m-2","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_APPROACH","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_DATE","2003-07-19","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24865,"GRP_AG_BIOMASS_TREE","AG_BIOMASS_COMMENT","Hollinger et al. 2004","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24096,"GRP_BIOMASS_CHEM","BIOMASS_N","0.11","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24096,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24096,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24096,"GRP_BIOMASS_CHEM","BIOMASS_SPP","TSCA (NRCS plant code)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24096,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","230/2001-3","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24214,"GRP_BIOMASS_CHEM","BIOMASS_N","0.11","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24214,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24214,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24214,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24214,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","PIRU=0.99, TSCA=1.13 (230/2001-3)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_N","0.01","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_DATE","2003-08-18","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,24221,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","heart wood","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25119,"GRP_BIOMASS_CHEM","BIOMASS_C","4.7","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25119,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25119,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25119,"GRP_BIOMASS_CHEM","BIOMASS_SPP","(All)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25119,"GRP_BIOMASS_CHEM","BIOMASS_DATE","1999-08-18","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25137,"GRP_BIOMASS_CHEM","BIOMASS_N","0.10","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25137,"GRP_BIOMASS_CHEM","BIOMASS_ORGAN","Total","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25137,"GRP_BIOMASS_CHEM","BIOMASS_PHEN","Mixed/unknown","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25137,"GRP_BIOMASS_CHEM","BIOMASS_SPP","PIRU (NRCS plant code)","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
"US-Ho1","60",45.2041,-68.7402,NA,25137,"GRP_BIOMASS_CHEM","BIOMASS_COMMENT","230/2001-3","8","EASTERN TEMPERATE FORESTS","8.1","MIXED WOOD PLAINS"
