"package","version","needed_by_dir","type","is_pecan"
"roxygen2","== 7.2.3","models/stics","Roxygen",FALSE
"roxygen2","== 7.2.3","models/template","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/allometry","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/assim.batch","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/assim.sequential","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/benchmark","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/data.atmosphere","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/data.land","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/data.remote","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/emulator","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/meta.analysis","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/photosynthesis","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/priors","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/rtm","Roxygen",FALSE
"roxygen2","== 7.2.3","modules/uncertainty","Roxygen",FALSE
"RPostgres","*","base/db","Suggests",FALSE
"RPostgreSQL","*","base/db","Suggests",FALSE
"RPostgreSQL","*","models/biocro","Suggests",FALSE
"Rpreles","*","models/preles","Suggests",FALSE
"RSQLite","*","base/db","Suggests",FALSE
"sessioninfo","*","base/all","Suggests",FALSE
"sf","*","modules/assim.sequential","Suggests",FALSE
"sf","*","modules/data.atmosphere","Imports",FALSE
"sf","*","modules/data.land","Imports",FALSE
"sf","*","modules/data.remote","Suggests",FALSE
"SimilarityMeasures","*","modules/benchmark","Imports",FALSE
"sirt","*","modules/data.land","Imports",FALSE
"sp","*","base/visualization","Suggests",FALSE
"sp","*","modules/assim.sequential","Suggests",FALSE
"sp","*","modules/data.atmosphere","Imports",FALSE
"sp","*","modules/data.land","Imports",FALSE
"sp","*","modules/data.remote","Imports",FALSE
"stats","*","base/qaqc","Imports",FALSE
"stats","*","modules/allometry","Imports",FALSE
"stats","*","modules/assim.batch","Imports",FALSE
"stats","*","modules/assim.sequential","Suggests",FALSE
"stats","*","modules/photosynthesis","Imports",FALSE
"SticsRFiles","*","models/stics","Suggests",FALSE
"stringi","*","base/logger","Imports",FALSE
"stringi","*","base/utils","Imports",FALSE
"stringr","*","models/fates","Imports",FALSE
"stringr","*","modules/assim.sequential","Imports",FALSE
"stringr","*","modules/benchmark","Imports",FALSE
"stringr","*","modules/data.land","Imports",FALSE
"stringr",">= 1.1.0","base/visualization","Imports",FALSE
"stringr",">= 1.1.0","models/ed","Imports",FALSE
"stringr",">= 1.1.0","modules/data.atmosphere","Imports",FALSE
"suntools","*","modules/data.atmosphere","Imports",FALSE
"swfscMisc","*","modules/data.land","Imports",FALSE
"terra","*","modules/assim.sequential","Suggests",FALSE
"terra","*","modules/data.atmosphere","Imports",FALSE
"terra","*","modules/data.land","Imports",FALSE
"terra","*","modules/data.remote","Imports",FALSE
"testthat","*","base/all","Suggests",FALSE
"testthat","*","base/logger","Suggests",FALSE
"testthat","*","base/remote","Suggests",FALSE
"testthat","*","base/workflow","Suggests",FALSE
"testthat","*","modules/assim.sequential","Suggests",FALSE
"testthat","*","modules/priors","Suggests",FALSE
"testthat",">= 1.0.2","base/visualization","Suggests",FALSE
"testthat",">= 1.0.2","models/basgra","Suggests",FALSE
"testthat",">= 1.0.2","models/cable","Suggests",FALSE
"testthat",">= 1.0.2","models/clm45","Suggests",FALSE
"testthat",">= 1.0.2","models/dalec","Suggests",FALSE
"testthat",">= 1.0.2","models/dvmdostem","Suggests",FALSE
"testthat",">= 1.0.2","models/ed","Suggests",FALSE
"testthat",">= 1.0.2","models/fates","Suggests",FALSE
"testthat",">= 1.0.2","models/gday","Suggests",FALSE
"testthat",">= 1.0.2","models/jules","Suggests",FALSE
"testthat",">= 1.0.2","models/ldndc","Suggests",FALSE
"testthat",">= 1.0.2","models/linkages","Suggests",FALSE
"testthat",">= 1.0.2","models/lpjguess","Suggests",FALSE
"testthat",">= 1.0.2","models/maat","Suggests",FALSE
"testthat",">= 1.0.2","models/maespa","Suggests",FALSE
"testthat",">= 1.0.2","models/preles","Suggests",FALSE
"testthat",">= 1.0.2","models/sipnet","Suggests",FALSE
"testthat",">= 1.0.2","models/stics","Suggests",FALSE
"testthat",">= 1.0.2","models/template","Suggests",FALSE
"testthat",">= 1.0.2","modules/allometry","Suggests",FALSE
"testthat",">= 1.0.2","modules/assim.batch","Suggests",FALSE
"testthat",">= 1.0.2","modules/data.land","Suggests",FALSE
"testthat",">= 1.0.2","modules/data.remote","Suggests",FALSE
"testthat",">= 1.0.2","modules/meta.analysis","Suggests",FALSE
"testthat",">= 1.0.2","modules/rtm","Suggests",FALSE
"testthat",">= 1.0.2","modules/uncertainty","Suggests",FALSE
"testthat",">= 2.0.0","base/db","Suggests",FALSE
"testthat",">= 2.0.0","base/settings","Suggests",FALSE
"testthat",">= 2.0.0","base/utils","Suggests",FALSE
"testthat",">= 2.0.0","models/biocro","Suggests",FALSE
"testthat",">= 2.0.0","modules/benchmark","Suggests",FALSE
"testthat",">= 2.0.0","modules/data.atmosphere","Suggests",FALSE
"testthat",">= 3.0.0","models/sibcasa","Suggests",FALSE
"testthat",">= 3.0.4","base/qaqc","Suggests",FALSE
"tibble","*","base/db","Imports",FALSE
"tibble","*","models/ed","Imports",FALSE
"tibble","*","models/lpjguess","Imports",FALSE
"tibble","*","modules/data.atmosphere","Imports",FALSE
"tibble","*","modules/data.remote","Suggests",FALSE
"tictoc","*","modules/assim.sequential","Suggests",FALSE
"tidyr","*","base/db","Imports",FALSE
"tidyr","*","models/ed","Imports",FALSE
"tidyr","*","modules/assim.sequential","Suggests",FALSE
"tidyr","*","modules/data.atmosphere","Imports",FALSE
"tidyr","*","modules/data.land","Imports",FALSE
"tidyselect","*","modules/benchmark","Imports",FALSE
"tidyselect","*","modules/data.atmosphere","Imports",FALSE
"tidyselect","*","modules/data.land","Imports",FALSE
"tidyverse","*","base/db","Suggests",FALSE
"tools","*","base/remote","Suggests",FALSE
"tools","*","modules/allometry","Imports",FALSE
"traits","*","modules/data.land","Imports",FALSE
"TruncatedNormal",">= 2.2","modules/assim.batch","Imports",FALSE
"truncnorm","*","modules/data.atmosphere","Imports",FALSE
"units","*","base/db","Imports",FALSE
"units","*","base/utils","Imports",FALSE
"units","*","modules/benchmark","Imports",FALSE
"units","*","modules/data.atmosphere","Imports",FALSE
"urltools","*","base/remote","Imports",FALSE
"utils","*","base/all","Imports",FALSE
"utils","*","base/logger","Imports",FALSE
"utils","*","models/ed","Imports",FALSE
"utils","*","modules/allometry","Imports",FALSE
"utils","*","modules/assim.batch","Imports",FALSE
"utils","*","modules/assim.sequential","Suggests",FALSE
"utils","*","modules/benchmark","Imports",FALSE
"utils","*","modules/data.remote","Suggests",FALSE
"utils","*","modules/photosynthesis","Imports",FALSE
"vdiffr",">= 1.0.2","base/qaqc","Suggests",FALSE
"withr","*","base/db","Suggests",FALSE
"withr","*","base/logger","Suggests",FALSE
"withr","*","base/qaqc","Suggests",FALSE
"withr","*","base/remote","Suggests",FALSE
"withr","*","base/settings","Suggests",FALSE
"withr","*","base/utils","Suggests",FALSE
"withr","*","base/visualization","Suggests",FALSE
"withr","*","base/workflow","Suggests",FALSE
"withr","*","models/basgra","Suggests",FALSE
"withr","*","models/ed","Suggests",FALSE
"withr","*","models/sibcasa","Suggests",FALSE
"withr","*","modules/allometry","Suggests",FALSE
"withr","*","modules/data.atmosphere","Suggests",FALSE
"XML","*","base/db","Imports",FALSE
"XML","*","base/workflow","Imports",FALSE
"XML","*","models/biocro","Imports",FALSE
"XML","*","models/maat","Imports",FALSE
"XML","*","models/stics","Imports",FALSE
"XML","*","modules/assim.batch","Imports",FALSE
"XML","*","modules/assim.sequential","Suggests",FALSE
"XML","*","modules/data.remote","Imports",FALSE
"XML","*","modules/rtm","Suggests",FALSE
"XML",">= 3.98-1.3","base/settings","Imports",FALSE
"XML",">= 3.98-1.4","models/ed","Imports",FALSE
"XML",">= 3.98-1.4","modules/benchmark","Imports",FALSE
"XML",">= 3.98-1.4","modules/data.atmosphere","Imports",FALSE
"XML",">= 3.98-1.4","modules/data.land","Imports",FALSE
"xtable","*","base/utils","Suggests",FALSE
"xts","*","modules/data.atmosphere","Imports",FALSE
"zoo","*","modules/benchmark","Imports",FALSE
"zoo","*","modules/data.atmosphere","Imports",FALSE
